Chemical	Term	GOID	Bonferroni
C122145	negative regulation of cell proliferation	GO:0008285	1.1752203521453453e-07
C122145	transcription initiation from RNA polymerase II promoter	GO:0006367	4.377174315228771e-07
C122145	protein phosphorylation	GO:0006468	1.1498779349805588e-06
C122145	cellular response to DNA damage stimulus	GO:0006974	1.3790494851617652e-06
C122145	circadian rhythm	GO:0007623	2.007588015162653e-06
C122145	regulation of cellular response to heat	GO:1900034	2.007588015162653e-06
C122145	positive regulation of gene expression	GO:0010628	2.297581230270573e-06
C122145	stimulatory C-type lectin receptor signaling pathway	GO:0002223	2.330557367424824e-06
C122145	apoptotic process	GO:0006915	5.554086343617648e-06
C122145	negative regulation of apoptotic process	GO:0043066	8.227600956534076e-06
C122145	transforming growth factor beta receptor signaling pathway	GO:0007179	1.2685274894841392e-05
C122145	response to drug	GO:0042493	1.5502586754423398e-05
C122145	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	1.6721055109525373e-05
C122145	rhythmic process	GO:0048511	8.755812766370052e-05
C122145	circadian regulation of gene expression	GO:0032922	0.00012865861810562595
C122145	chromatin remodeling	GO:0006338	0.00013370046764737964
C122145	regulation of signal transduction by p53 class mediator	GO:1901796	0.00017473157676284323
C122145	peptidyl-serine phosphorylation	GO:0018105	0.00018728788651112274
C122145	intracellular receptor signaling pathway	GO:0030522	0.00024354135932647125
C122145	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.00024393354248941626
C122145	response to hypoxia	GO:0001666	0.00027039344931567566
C122145	Fc-epsilon receptor signaling pathway	GO:0038095	0.0003723736381917586
C122145	cellular lipid metabolic process	GO:0044255	0.0003904792751654451
C122145	cell cycle arrest	GO:0007050	0.0005261078232950965
C122145	cellular response to insulin stimulus	GO:0032869	0.0010527381653588908
C122145	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.0012522228473563768
C122145	regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061418	0.001483357041160316
C122145	positive regulation of fibroblast proliferation	GO:0048146	0.002094259154273304
C122145	regulation of cell cycle	GO:0051726	0.0022654427350660145
C122145	positive regulation by host of viral transcription	GO:0043923	0.002609298250637382
C122145	cellular response to hydrogen peroxide	GO:0070301	0.0028957552268986664
C122145	negative regulation of sequence-specific DNA binding transcription factor activity	GO:0043433	0.003931085818952629
C122145	response to muscle stretch	GO:0035994	0.004692447722107973
C122145	SMAD protein signal transduction	GO:0060395	0.004775058725446923
C122145	nucleosome disassembly	GO:0006337	0.006101607587164937
C122145	peptidyl-threonine phosphorylation	GO:0018107	0.0071778000281231815
C122145	regulation of protein stability	GO:0031647	0.009744887369308676
C344930956	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.439900907209409e-30
C344930956	positive regulation of transcription, DNA-templated	GO:0045893	4.547981036544094e-23
C344930956	viral process	GO:0016032	6.0902164358064395e-15
C344930956	Fc-epsilon receptor signaling pathway	GO:0038095	6.8124886147461065e-15
C344930956	negative regulation of apoptotic process	GO:0043066	7.746859903401787e-15
C344930956	negative regulation of transcription, DNA-templated	GO:0045892	8.631761971855669e-12
C344930956	platelet activation	GO:0030168	1.4992007635328267e-11
C344930956	T cell receptor signaling pathway	GO:0050852	3.7025715826644046e-11
C344930956	peptidyl-serine phosphorylation	GO:0018105	5.3153481616163845e-11
C344930956	protein phosphorylation	GO:0006468	8.972489418113128e-11
C344930956	stimulatory C-type lectin receptor signaling pathway	GO:0002223	9.040634907364621e-11
C344930956	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	9.494938169041234e-10
C344930956	transcription from RNA polymerase II promoter	GO:0006366	1.154157436289438e-09
C344930956	response to drug	GO:0042493	2.5966156891321646e-08
C344930956	apoptotic process	GO:0006915	6.768913929366961e-08
C344930956	intracellular signal transduction	GO:0035556	3.402149343356697e-07
C344930956	regulation of cellular response to heat	GO:1900034	4.4275432053986213e-07
C344930956	signal transduction	GO:0007165	6.938843891690638e-07
C344930956	beta-catenin-TCF complex assembly	GO:1904837	1.911775125540416e-06
C344930956	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	5.9534559401219775e-06
C344930956	positive regulation of type I interferon production	GO:0032481	7.98476069563403e-06
C344930956	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.1520219840521762e-05
C344930956	cellular response to insulin stimulus	GO:0032869	1.2138555840035535e-05
C344930956	insulin receptor signaling pathway	GO:0008286	1.3635812661560998e-05
C344930956	negative regulation of cell proliferation	GO:0008285	1.3858084065621053e-05
C344930956	chemical synaptic transmission, postsynaptic	GO:0099565	3.073898963246169e-05
C344930956	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	5.104543137923745e-05
C344930956	positive regulation of peptidyl-serine phosphorylation	GO:0033138	0.00010509853488327447
C344930956	negative regulation of insulin receptor signaling pathway	GO:0046627	0.00013358941424834736
C344930956	protein stabilization	GO:0050821	0.00015455718923185202
C344930956	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900740	0.00016596270540747418
C344930956	positive regulation of gene expression	GO:0010628	0.0001758967874335715
C344930956	response to muscle stretch	GO:0035994	0.0001836953322752466
C344930956	cell proliferation	GO:0008283	0.00020991520415236664
C344930956	Wnt signaling pathway	GO:0016055	0.0003326793449625054
C344930956	cellular response to hydrogen peroxide	GO:0070301	0.00044858097144118153
C344930956	cellular response to organic cyclic compound	GO:0071407	0.0005716485533995286
C344930956	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.0007598646291079314
C344930956	aging	GO:0007568	0.000944899384136999
C344930956	androgen receptor signaling pathway	GO:0030521	0.0011741889087515391
C344930956	protein autophosphorylation	GO:0046777	0.0013854466814906539
C344930956	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.0016981301245749814
C344930956	positive regulation of receptor internalization	GO:0002092	0.0017022404496229715
C344930956	regulation of protein stability	GO:0031647	0.001874976969258313
C344930956	inflammatory response	GO:0006954	0.00199926568143638
C344930956	regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	0.003928087140974923
C344930956	positive regulation by host of viral transcription	GO:0043923	0.0058227190973308965
C344930956	rhythmic process	GO:0048511	0.006212503546308534
C344930956	membrane organization	GO:0061024	0.007663489352606191
C344930956	cellular response to DNA damage stimulus	GO:0006974	0.007716518902710302
C344930956	negative regulation of canonical Wnt signaling pathway	GO:0090090	0.007804800487036467
C344930956	regulation of cell cycle	GO:0051726	0.008706611489422977
C344930956	positive regulation of epithelial to mesenchymal transition	GO:0010718	0.008971990895405344
C344930956	regulation of apoptotic process	GO:0042981	0.009523287977041715
C134327	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.103588016549358e-32
C134327	positive regulation of transcription, DNA-templated	GO:0045893	6.561292543758565e-25
C134327	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	9.787615007730566e-17
C134327	regulation of transcription from RNA polymerase II promoter	GO:0006357	6.591394097199554e-13
C134327	peptidyl-serine phosphorylation	GO:0018105	3.735123321746413e-12
C134327	negative regulation of transcription, DNA-templated	GO:0045892	1.0348488732603299e-10
C134327	negative regulation of apoptotic process	GO:0043066	1.5050349855272316e-10
C134327	response to drug	GO:0042493	1.2007322913731855e-09
C134327	protein phosphorylation	GO:0006468	1.5331582670086166e-09
C134327	transcription from RNA polymerase II promoter	GO:0006366	1.4453828578453454e-08
C134327	thymus development	GO:0048538	4.6087829852492495e-07
C134327	transforming growth factor beta receptor signaling pathway	GO:0007179	6.049592856660625e-07
C134327	positive regulation of cell proliferation	GO:0008284	1.3842563985067002e-06
C134327	positive regulation of gene expression	GO:0010628	2.086426946101838e-06
C134327	positive regulation of epithelial to mesenchymal transition	GO:0010718	2.4143012660182706e-06
C134327	epithelial to mesenchymal transition	GO:0001837	3.0245524047511907e-06
C134327	platelet activation	GO:0030168	5.546459737826304e-06
C134327	negative regulation of cell proliferation	GO:0008285	7.129657090043651e-06
C134327	intracellular signal transduction	GO:0035556	9.15306568627372e-06
C134327	cellular response to DNA damage stimulus	GO:0006974	1.4912592612104092e-05
C134327	positive regulation of neuron apoptotic process	GO:0043525	1.7293498985160305e-05
C134327	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	1.7438110562983944e-05
C134327	positive regulation of peptidyl-serine phosphorylation	GO:0033138	2.60733391743706e-05
C134327	positive regulation of ERK1 and ERK2 cascade	GO:0070374	2.684110664663564e-05
C134327	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	4.055208789921494e-05
C134327	regulation of cellular response to heat	GO:1900034	4.540011673637157e-05
C134327	cellular response to insulin stimulus	GO:0032869	5.603835883660757e-05
C134327	signal transduction	GO:0007165	8.436120698906979e-05
C134327	apoptotic process	GO:0006915	0.0001805092563164079
C134327	positive regulation of smooth muscle cell proliferation	GO:0048661	0.00018981746618818016
C134327	positive regulation of blood vessel endothelial cell migration	GO:0043536	0.00019546917162449606
C134327	peptidyl-threonine phosphorylation	GO:0018107	0.0002543216914965285
C134327	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.00025931228447961807
C134327	regulation of smooth muscle cell proliferation	GO:0048660	0.00036498177065846793
C134327	transcription, DNA-templated	GO:0006351	0.00044943586648071854
C134327	beta-catenin-TCF complex assembly	GO:1904837	0.0005473761182770431
C134327	transcription initiation from RNA polymerase II promoter	GO:0006367	0.0009897458350467405
C134327	Notch signaling pathway	GO:0007219	0.0012921323978014598
C134327	positive regulation of protein kinase B signaling	GO:0051897	0.0019649419980963807
C134327	aging	GO:0007568	0.0019726363372140066
C134327	positive regulation of fibroblast proliferation	GO:0048146	0.002190438010527096
C134327	positive regulation of protein phosphorylation	GO:0001934	0.0027491051853691943
C134327	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	0.0027491051853691943
C134327	response to hypoxia	GO:0001666	0.0027887782168966035
C134327	positive regulation by host of viral transcription	GO:0043923	0.002826381895340013
C134327	negative regulation of neuron apoptotic process	GO:0043524	0.0036782933086756398
C134327	protein stabilization	GO:0050821	0.00460212719467179
C134327	viral process	GO:0016032	0.0058056927245278
C134327	cell cycle arrest	GO:0007050	0.006027038459662459
C134327	cell proliferation	GO:0008283	0.006616440855378825
C134327	somitogenesis	GO:0001756	0.008717559722222878
C134327	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.009383838101903795
C134327	trachea formation	GO:0060440	0.00949942994539277
C57018049	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	4.5303730290251464e-42
C57018049	positive regulation of transcription, DNA-templated	GO:0045893	1.3499247450478592e-25
C57018049	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.79730556649833e-19
C57018049	protein phosphorylation	GO:0006468	7.630392917378548e-17
C57018049	negative regulation of apoptotic process	GO:0043066	8.907633904438771e-16
C57018049	stimulatory C-type lectin receptor signaling pathway	GO:0002223	1.081912337497215e-12
C57018049	negative regulation of transcription, DNA-templated	GO:0045892	1.2982948049966579e-12
C57018049	viral process	GO:0016032	3.0293545449922017e-12
C57018049	peptidyl-serine phosphorylation	GO:0018105	1.644506752995767e-11
C57018049	transcription, DNA-templated	GO:0006351	1.2636736101967472e-10
C57018049	transcription from RNA polymerase II promoter	GO:0006366	1.9755719282699147e-10
C57018049	response to drug	GO:0042493	6.14958972633417e-10
C57018049	Fc-epsilon receptor signaling pathway	GO:0038095	3.180389507306813e-09
C57018049	apoptotic process	GO:0006915	1.3056085212959092e-08
C57018049	signal transduction	GO:0007165	1.6728744833827136e-08
C57018049	cellular response to DNA damage stimulus	GO:0006974	3.0280778440250344e-08
C57018049	T cell receptor signaling pathway	GO:0050852	6.251873518881013e-08
C57018049	negative regulation of cell proliferation	GO:0008285	5.310260200452889e-07
C57018049	positive regulation of cell proliferation	GO:0008284	1.0087089911126057e-06
C57018049	transcription initiation from RNA polymerase II promoter	GO:0006367	1.2902332934272565e-06
C57018049	positive regulation of NF-kappaB transcription factor activity	GO:0051092	4.2012104174427014e-06
C57018049	positive regulation of apoptotic process	GO:0043065	5.0923530198199165e-06
C57018049	protein autophosphorylation	GO:0046777	5.338984903291433e-06
C57018049	cell cycle arrest	GO:0007050	7.815426798840619e-06
C57018049	stress-activated MAPK cascade	GO:0051403	9.763978158550124e-06
C57018049	response to stress	GO:0006950	1.8401093842101982e-05
C57018049	peptidyl-tyrosine phosphorylation	GO:0018108	1.8483778117417412e-05
C57018049	negative regulation of neuron death	GO:1901215	1.998308137196592e-05
C57018049	transforming growth factor beta receptor signaling pathway	GO:0007179	2.958558429877467e-05
C57018049	regulation of cell cycle	GO:0051726	2.9842988915618214e-05
C57018049	regulation of signal transduction by p53 class mediator	GO:1901796	2.9842988915618214e-05
C57018049	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	3.1490475606466006e-05
C57018049	intracellular signal transduction	GO:0035556	3.867882863128891e-05
C57018049	cellular response to hypoxia	GO:0071456	4.3140286715703795e-05
C57018049	TRIF-dependent toll-like receptor signaling pathway	GO:0035666	6.514571597915353e-05
C57018049	innate immune response	GO:0045087	9.525050863157249e-05
C57018049	regulation of cellular response to heat	GO:1900034	9.721954205454965e-05
C57018049	positive regulation of type I interferon production	GO:0032481	0.00011649239506883458
C57018049	positive regulation of fibroblast proliferation	GO:0048146	0.00017515030807491172
C57018049	cellular response to hydrogen peroxide	GO:0070301	0.00025700032432862674
C57018049	circadian regulation of gene expression	GO:0032922	0.00025700032432862674
C57018049	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0003689899233701999
C57018049	peptidyl-threonine phosphorylation	GO:0018107	0.00045095775909920194
C57018049	ERBB2 signaling pathway	GO:0038128	0.00045095775909920194
C57018049	intracellular receptor signaling pathway	GO:0030522	0.00045095775909920194
C57018049	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	0.0004644884571911589
C57018049	MAPK cascade	GO:0000165	0.0005660197170577197
C57018049	positive regulation of gene expression	GO:0010628	0.0005660197170577197
C57018049	androgen receptor signaling pathway	GO:0030521	0.0007219976369909897
C57018049	cellular lipid metabolic process	GO:0044255	0.0007219976369909897
C57018049	inflammatory response	GO:0006954	0.0007640464006469783
C57018049	nucleotide-binding oligomerization domain containing signaling pathway	GO:0070423	0.0013949028216834194
C57018049	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	0.0013949028216834194
C57018049	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	0.0016657136659835592
C57018049	circadian rhythm	GO:0007623	0.0017388087732329582
C57018049	regulation of transcription, DNA-templated	GO:0006355	0.0021111405987080945
C57018049	regulation of circadian rhythm	GO:0042752	0.0021443371330228667
C57018049	platelet activation	GO:0030168	0.002701567090528489
C57018049	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.0030158833797663265
C57018049	response to cytokine	GO:0034097	0.003067819820699369
C57018049	regulation of tumor necrosis factor-mediated signaling pathway	GO:0010803	0.0036347373349004952
C57018049	rhythmic process	GO:0048511	0.0038465368259810173
C57018049	response to toxic substance	GO:0009636	0.004078340578300144
C57018049	cellular response to nerve growth factor stimulus	GO:1990090	0.004308242333922796
C57018049	aging	GO:0007568	0.0044507520125511854
C57018049	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.004593677038926325
C57018049	regulation of apoptotic process	GO:0042981	0.0046484351266070645
C57018049	negative regulation of protein binding	GO:0032091	0.005309582182065231
C57018049	cell cycle	GO:0007049	0.005489941125117581
C57018049	positive regulation of protein phosphorylation	GO:0001934	0.005703530119021028
C57018049	response to muscle stretch	GO:0035994	0.007415652775993542
C80057	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.0033616179046804e-28
C80057	positive regulation of transcription, DNA-templated	GO:0045893	3.928467648870116e-22
C80057	negative regulation of apoptotic process	GO:0043066	2.699504615892966e-17
C80057	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.5915966465627032e-14
C80057	regulation of cellular response to heat	GO:1900034	4.586597768252432e-11
C80057	viral process	GO:0016032	5.063696129070648e-10
C80057	transcription from RNA polymerase II promoter	GO:0006366	4.007395748573117e-09
C80057	beta-catenin-TCF complex assembly	GO:1904837	8.699346598639579e-08
C80057	Fc-epsilon receptor signaling pathway	GO:0038095	2.87026711842664e-07
C80057	negative regulation of cell proliferation	GO:0008285	4.788923721688043e-06
C80057	protein phosphorylation	GO:0006468	6.948344666746208e-06
C80057	regulation of cell cycle	GO:0051726	8.323112692054657e-06
C80057	regulation of signal transduction by p53 class mediator	GO:1901796	8.323112692054657e-06
C80057	peptidyl-serine phosphorylation	GO:0018105	9.065361581739316e-06
C80057	positive regulation of protein phosphorylation	GO:0001934	1.072980669469814e-05
C80057	protein stabilization	GO:0050821	2.2114586657129287e-05
C80057	negative regulation of transcription, DNA-templated	GO:0045892	2.997603644394609e-05
C80057	peptidyl-threonine phosphorylation	GO:0018107	3.562103499055169e-05
C80057	apoptotic process	GO:0006915	4.324453444837229e-05
C80057	T cell receptor signaling pathway	GO:0050852	5.354738287310923e-05
C80057	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	7.931577854125571e-05
C80057	positive regulation of nitric oxide biosynthetic process	GO:0045429	8.800830807720317e-05
C80057	positive regulation of neuron apoptotic process	GO:0043525	8.800830807720317e-05
C80057	cellular response to hypoxia	GO:0071456	0.00014047708838860196
C80057	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.00015591686297011798
C80057	cellular response to DNA damage stimulus	GO:0006974	0.0002035554236413661
C80057	positive regulation of apoptotic process	GO:0043065	0.0002355422752313707
C80057	cell cycle	GO:0007049	0.00032298435602573505
C80057	rhythmic process	GO:0048511	0.0004498555773622126
C80057	regulation of cell proliferation	GO:0042127	0.0005258426558127915
C80057	Wnt signaling pathway	GO:0016055	0.0005859158275585141
C80057	protein destabilization	GO:0031648	0.0006149299199978975
C80057	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.0008452347223321112
C80057	ERBB2 signaling pathway	GO:0038128	0.0010255026411897241
C80057	response to stress	GO:0006950	0.001058032567522793
C80057	axon guidance	GO:0007411	0.0011255957727408503
C80057	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	0.0011848057521506306
C80057	negative regulation of canonical Wnt signaling pathway	GO:0090090	0.0014150196138286164
C80057	transcription, DNA-templated	GO:0006351	0.00168412281965713
C80057	protein ubiquitination	GO:0016567	0.0020616655855794086
C80057	protein autophosphorylation	GO:0046777	0.002314162305380618
C80057	positive regulation of gene expression	GO:0010628	0.0024179107214213898
C80057	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.002480800633305691
C80057	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.0038008644739322413
C80057	in utero embryonic development	GO:0001701	0.0049306797209329725
C80057	regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061418	0.005081421738394543
C80057	peptidyl-tyrosine phosphorylation	GO:0018108	0.00735812510054512
C80057	positive regulation of angiogenesis	GO:0045766	0.007532666315666181
C80057	canonical Wnt signaling pathway	GO:0060070	0.008681552643293622
C80057	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	0.009911944889528068
C108612459	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.6514782998753124e-30
C108612459	positive regulation of transcription, DNA-templated	GO:0045893	5.025072151798026e-16
C108612459	negative regulation of apoptotic process	GO:0043066	1.5497650904717865e-14
C108612459	protein phosphorylation	GO:0006468	1.6437736112722242e-14
C108612459	viral process	GO:0016032	8.106306605911979e-14
C108612459	cellular response to DNA damage stimulus	GO:0006974	1.1868284133242925e-12
C108612459	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.4241940959891508e-12
C108612459	regulation of cell cycle	GO:0051726	2.399767051741719e-10
C108612459	apoptotic process	GO:0006915	3.3800873211475846e-10
C108612459	negative regulation of cell proliferation	GO:0008285	3.773876988688585e-09
C108612459	regulation of signal transduction by p53 class mediator	GO:1901796	4.315070745164462e-09
C108612459	response to drug	GO:0042493	1.830943907599192e-08
C108612459	protein autophosphorylation	GO:0046777	2.985989033810199e-08
C108612459	peptidyl-serine phosphorylation	GO:0018105	7.89725089767046e-08
C108612459	Wnt signaling pathway	GO:0016055	9.917707410878053e-08
C108612459	positive regulation of apoptotic process	GO:0043065	1.322836488126811e-07
C108612459	beta-catenin-TCF complex assembly	GO:1904837	1.4233655887263552e-07
C108612459	canonical Wnt signaling pathway	GO:0060070	1.8813151247965012e-07
C108612459	cell cycle arrest	GO:0007050	3.6414642534676734e-07
C108612459	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	5.610905401409738e-07
C108612459	transforming growth factor beta receptor signaling pathway	GO:0007179	5.878385513913287e-07
C108612459	positive regulation of gene expression	GO:0010628	1.2686850635601488e-06
C108612459	positive regulation of protein phosphorylation	GO:0001934	1.4215521554339359e-06
C108612459	negative regulation of transcription, DNA-templated	GO:0045892	2.151354905555181e-06
C108612459	positive regulation of cell proliferation	GO:0008284	4.003126250817779e-06
C108612459	Fc-epsilon receptor signaling pathway	GO:0038095	6.5458637623638785e-06
C108612459	cell cycle	GO:0007049	7.89542129697729e-06
C108612459	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	9.75670597835876e-06
C108612459	intracellular signal transduction	GO:0035556	1.4945634952301388e-05
C108612459	transcription, DNA-templated	GO:0006351	2.7117604738169376e-05
C108612459	stimulatory C-type lectin receptor signaling pathway	GO:0002223	3.69145915725122e-05
C108612459	peptidyl-threonine phosphorylation	GO:0018107	5.236316269752184e-05
C108612459	negative regulation of neuron death	GO:1901215	7.628686209226743e-05
C108612459	platelet activation	GO:0030168	8.887688304837216e-05
C108612459	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	9.444051114992913e-05
C108612459	transcription from RNA polymerase II promoter	GO:0006366	0.00011217820743913977
C108612459	positive regulation of neuron apoptotic process	GO:0043525	0.00012913514242196555
C108612459	thymus development	GO:0048538	0.00012913514242196555
C108612459	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900740	0.00032468355525105963
C108612459	negative regulation of neuron apoptotic process	GO:0043524	0.00032995338770636096
C108612459	cellular response to insulin stimulus	GO:0032869	0.000529054548370933
C108612459	activation of MAPK activity	GO:0000187	0.0005765458766461284
C108612459	positive regulation of cell migration	GO:0030335	0.0008620967811575619
C108612459	regulation of cell proliferation	GO:0042127	0.0009101161223821207
C108612459	cell-cell adhesion	GO:0098609	0.0009355737850768043
C108612459	T cell receptor signaling pathway	GO:0050852	0.0009638106414305848
C108612459	protein sumoylation	GO:0016925	0.0012374348327377491
C108612459	negative regulation of cell growth	GO:0030308	0.0016453288453264214
C108612459	cellular response to oxidative stress	GO:0034599	0.0021497838606477915
C108612459	cellular response to UV	GO:0034644	0.0035016228732468453
C108612459	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	0.003717422196230724
C108612459	Ras protein signal transduction	GO:0007265	0.003975856495868957
C108612459	protein stabilization	GO:0050821	0.004380776872252801
C108612459	activation of MAPKK activity	GO:0000186	0.004580769501898674
C108612459	cell proliferation	GO:0008283	0.00493889639563827
C108612459	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.005748692175609804
C108612459	positive regulation of mitotic cell cycle	GO:0045931	0.006729403250318788
C108612459	signal transduction	GO:0007165	0.006912498745900718
C108612459	insulin receptor signaling pathway	GO:0008286	0.008271840920315632
C108612459	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.0089214004379915
C108612459	regulation of tumor necrosis factor-mediated signaling pathway	GO:0010803	0.009613769045072385
C111820	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.4085461884428096e-17
C111820	positive regulation of transcription, DNA-templated	GO:0045893	2.177147351289932e-13
C111820	MAPK cascade	GO:0000165	6.531442053869796e-12
C111820	peptidyl-serine phosphorylation	GO:0018105	1.023259255106268e-11
C111820	Fc-epsilon receptor signaling pathway	GO:0038095	1.2627454637481605e-11
C111820	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	3.6140646031412864e-11
C111820	protein phosphorylation	GO:0006468	8.469103196517834e-11
C111820	apoptotic process	GO:0006915	2.1466672883718732e-10
C111820	ERBB2 signaling pathway	GO:0038128	7.698393034161198e-10
C111820	platelet activation	GO:0030168	1.1297217605843455e-09
C111820	stimulatory C-type lectin receptor signaling pathway	GO:0002223	6.319605616589286e-09
C111820	intracellular signal transduction	GO:0035556	2.9331399531429266e-08
C111820	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	5.668747260489937e-08
C111820	viral process	GO:0016032	8.995928912902683e-08
C111820	I-kappaB kinase/NF-kappaB signaling	GO:0007249	1.0536304051456113e-07
C111820	regulation of tumor necrosis factor-mediated signaling pathway	GO:0010803	1.6712608985613994e-07
C111820	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	1.8098339595873367e-06
C111820	negative regulation of apoptotic process	GO:0043066	1.877100286540312e-06
C111820	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	2.5506927286977903e-06
C111820	TRIF-dependent toll-like receptor signaling pathway	GO:0035666	4.367292973039838e-06
C111820	signal transduction	GO:0007165	7.280167456436003e-06
C111820	negative regulation of transcription, DNA-templated	GO:0045892	9.139406646596626e-06
C111820	peptidyl-tyrosine phosphorylation	GO:0018108	9.445733441304505e-06
C111820	positive regulation of NF-kappaB transcription factor activity	GO:0051092	2.4356965575900172e-05
C111820	regulation of apoptotic process	GO:0042981	4.382848088768654e-05
C111820	positive regulation of apoptotic process	GO:0043065	5.047405170766073e-05
C111820	negative regulation of sequence-specific DNA binding transcription factor activity	GO:0043433	5.939756242878679e-05
C111820	positive regulation of gene expression	GO:0010628	6.610073457691268e-05
C111820	Ras protein signal transduction	GO:0007265	0.00020453950697540968
C111820	cellular response to mechanical stimulus	GO:0071260	0.00022892654915407373
C111820	response to muscle stretch	GO:0035994	0.00027758776478203906
C111820	regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	0.0004806946086194364
C111820	death-inducing signaling complex assembly	GO:0071550	0.0005841736340781445
C111820	T cell receptor signaling pathway	GO:0050852	0.000771120420692939
C111820	cellular response to hydrogen peroxide	GO:0070301	0.0007994424686529332
C111820	stress-activated MAPK cascade	GO:0051403	0.0012505226080883336
C111820	response to stress	GO:0006950	0.0012833147686870385
C111820	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	0.0020112204199466133
C111820	aging	GO:0007568	0.0020996245508776434
C111820	cellular response to DNA damage stimulus	GO:0006974	0.0023081505360369463
C111820	protein heterooligomerization	GO:0051291	0.002453983983927932
C111820	response to drug	GO:0042493	0.002651548554828742
C111820	protein autophosphorylation	GO:0046777	0.003063834581615632
C111820	nucleotide-binding oligomerization domain containing signaling pathway	GO:0070423	0.0031768049977358714
C111820	regulation of necrotic cell death	GO:0010939	0.004019640150510151
C111820	regulation of cellular response to heat	GO:1900034	0.0052956308983599385
C111820	circadian rhythm	GO:0007623	0.0052956308983599385
C111820	positive regulation of macrophage differentiation	GO:0045651	0.005764089026815134
C111820	T cell costimulation	GO:0031295	0.00690035238953346
C111820	positive regulation of type I interferon production	GO:0032481	0.007173233460469275
C111820	positive regulation of DNA repair	GO:0045739	0.008223263068646514
C111820	negative regulation of cell proliferation	GO:0008285	0.00948164772083948
C98730042	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	8.774746260932672e-42
C98730042	positive regulation of transcription, DNA-templated	GO:0045893	6.596169942802358e-28
C98730042	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.545989526696145e-22
C98730042	regulation of signal transduction by p53 class mediator	GO:1901796	9.782367645625107e-19
C98730042	transcription from RNA polymerase II promoter	GO:0006366	2.10052687833848e-16
