"chid","chnm","casn","code","dsstox_substance_id","clib"
44658,"1H-Isoindole-1,3(2H)-diimine","3468-11-9","C3468119","DTXSID0044658","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44660,"2,2'-Sulfanediyldiethanethiol","3570-55-6","C3570556","DTXSID4044660","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44661,"2-(2H-Benzotriazol-2-yl)-6-(butan-2-yl)-4-tert-butylphenol","36437-37-3","C36437373","DTXSID9044661","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44662,"Ethyl octyl sulfide","3698-94-0","C3698940","DTXSID4044662","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44663,"C.I. Acid Red 1","3734-67-6","C3734676","DTXSID9044663","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII"
44664,"Todralazine hydrochloride","3778-76-5","C3778765","DTXSID4044664","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44667,"N,N'-Di-tert-butylethane-1,2-diamine","4062-60-6","C4062606","DTXSID9044667","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44668,"1,1,2-Trimethyl-1H-benzo[e]indole","41532-84-7","C41532847","DTXSID4044668","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44670,"Clonidine hydrochloride","4205-91-8","C4205918","DTXSID8044670","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44676,"2-(Dodecyloxy)ethanol","4536-30-5","C4536305","DTXSID8044676","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44678,"Orphenadrine dihydrogen citrate","4682-36-4","C4682364","DTXSID8044678","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44679,"Octylphosphonic acid","4724-48-5","C4724485","DTXSID3044679","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44680,"2,2'-[(3-Aminopropyl)imino]diethanol","4985-85-7","C4985857","DTXSID2044680","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44681,"Chloroquine bis(phosphate)","50-63-5","C50635","DTXSID7044681","TOX21SL"
44682,"N,N,N-Trimethyl-3-[(2-methylacryloyl)amino]propan-1-aminium chloride","51410-72-1","C51410721","DTXSID2044682","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44684,"Sodium 5-oxo-1-(4-sulfophenyl)-4,5-dihydro-1H-pyrazole-3-carboxylate","52126-51-9","C52126519","DTXSID2044684","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44685,"2-Chloro-1,4-diethoxybenzene","52196-74-4","C52196744","DTXSID7044685","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44686,"4-Amino-2,5-dimethoxy-N-phenylbenzenesulfonamide","52298-44-9","C52298449","DTXSID2044686","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44689,"N-(4-Methoxyphenyl)-3-oxobutanamide","5437-98-9","C5437989","DTXSID7044689","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44690,"1,1'-[Ethane-1,2-diylbis(oxy)]bis(3-methylbenzene)","54914-85-1","C54914851","DTXSID6044690","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44691,"2-(Propan-2-yl)-9H-thioxanthen-9-one","5495-84-1","C5495841","DTXSID1044691","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44692,"Scopolamine hydrochloride","55-16-3","C55163","DTXSID6044692","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44693,"Magnesium dibenzoate","553-70-8","C553708","DTXSID1044693","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44696,"3-{[3-(Aziridin-1-yl)propanoyl]oxy}-2-({[3-(aziridin-1-yl)propanoyl]oxy}methyl)-2-(hydroxymethyl)propyl 3-(aziridin-1-yl)propanoate","57116-45-7","C57116457","DTXSID6044696","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44697,"4-Ethyloct-1-yn-3-ol","5877-42-9","C5877429","DTXSID1044697","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44698,"Dibutan-2-yl disulfide","5943-30-6","C5943306","DTXSID6044698","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44700,"N,N,N,N',N',N'-Hexamethylhexane-1,6-diaminium dichloride","60-25-3","C60253","DTXSID3044700","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44701,"Methyl 2-chlorobenzoate","610-96-8","C610968","DTXSID8044701","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44702,"N-Benzyl-N-hydroxy-1-phenylmethanamine","621-07-8","C621078","DTXSID3044702","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44703,"4-Chlorobenzonitrile","623-03-0","C623030","DTXSID8044703","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44704,"Bromocresol green sodium salt","62625-32-5","C62625325","DTXSID3044704","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44706,"1-(2-Aminoethyl)imidazolidin-2-one","6281-42-1","C6281421","DTXSID3044706","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44709,"N-(2,5-Dimethoxyphenyl)-3-oxobutanamide","6375-27-5","C6375275","DTXSID8044709","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44710,"2,6-Dichloro-3-methylaniline","64063-37-2","C64063372","DTXSID7044710","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44712,"1,4-Bis(methoxymethyl)benzene","6770-38-3","C6770383","DTXSID7044712","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44713,"Acid Red 337","67786-14-5","C67786145","DTXSID2044713","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44714,"N2-(4-Nitrophenyl)-L-glutamine hydrochloride(1:1)","67953-08-6","C67953086","DTXSID7044714","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44715,"2,2-Dimethyl-2,3-dihydro-1-benzofuran-7-amine","68298-46-4","C68298464","DTXSID2044715","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44716,"1-Cyclohexylpyrrolidin-2-one","6837-24-7","C6837247","DTXSID7044716","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44717,"Dimethoxy(diphenyl)silane","6843-66-9","C6843669","DTXSID2044717","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44718,"Acid Orange 156","68555-86-2","C68555862","DTXSID7044718","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44719,"Dipropyl 3,4,5,6-tetrachlorobenzene-1,2-dicarboxylate","6928-67-2","C6928672","DTXSID2044719","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44720,"4-Methylpyridin-2-amine","695-34-1","C695341","DTXSID1044720","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44721,"2-(Dimethylamino)-2-methylpropan-1-ol","7005-47-2","C7005472","DTXSID6044721","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44722,"Potassium 4-[(3-oxobutanoyl)amino]benzenesulfonate","70321-85-6","C70321856","DTXSID1044722","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44723,"Aluminum hydroxide acetate (1:2:1)","7360-44-3","C7360443","DTXSID6044723","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44724,"Aluminum triformate","7360-53-4","C7360534","DTXSID1044724","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44725,"Butyl hydroxyacetate","7397-62-8","C7397628","DTXSID6044725","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44727,"N-Cyclohexyl-N-methylcyclohexanamine","7560-83-0","C7560830","DTXSID6044727","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44728,"3-[(3-Sulfanylpropanoyl)oxy]-2,2-bis{[(3-sulfanylpropanoyl)oxy]methyl}propyl 3-sulfanylpropanoate","7575-23-7","C7575237","DTXSID1044728","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44731,"1H-Benzo[de]isoquinoline-1,3(2H)-dione","81-83-4","C81834","DTXSID0044731","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44732,"Phenylphosphonic dichloride","824-72-6","C824726","DTXSID5044732","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
44733,"Sodium 3-nitrobenzoate","827-95-2","C827952","DTXSID0044733","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44734,"2-[{2-[2-(Dimethylamino)ethoxy]ethyl}(methyl)amino]ethanol","83016-70-0","C83016700","DTXSID5044734","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44735,"Disodium benzene-1,3-disulfonate","831-59-4","C831594","DTXSID0044735","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44737,"4-(2,5-Diethoxy-4-nitrophenyl)morpholine","86-16-8","C86168","DTXSID0044737","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44738,"Ethyl 5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-3-carboxylate","89-33-8","C89338","DTXSID5044738","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44740,"Dipropan-2-yl butanedioate","924-88-9","C924889","DTXSID9044740","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44742,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine","929-59-9","C929599","DTXSID9044742","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44743,"6-Aminonaphthalene-2-sulfonic acid","93-00-5","C93005","DTXSID4044743","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44744,"2-Ethyl-4-methyl-1H-imidazole","931-36-2","C931362","DTXSID9044744","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44745,"2,2,4,4-Tetramethylcyclobutane-1,3-dione","933-52-8","C933528","DTXSID4044745","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44746,"Propan-2-yl benzoate","939-48-0","C939480","DTXSID9044746","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44747,"N-Butylphosphorothioic triamide","94317-64-3","C94317643","DTXSID4044747","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44748,"(1-Hydroxycyclohexyl)(phenyl)methanone","947-19-3","C947193","DTXSID9044748","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44750,"4-Methoxy-2-nitroaniline","96-96-8","C96968","DTXSID3044750","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44751,"2-Aminobenzene-1,4-disulfonic acid","98-44-2","C98442","DTXSID8044751","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44752,"Diprop-2-en-1-yl (2Z)-but-2-enedioate","999-21-3","C999213","DTXSID3044752","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
44753,"2,6-Dimethylhept-5-enal","106-72-9","C106729","DTXSID8044753","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
44754,"Prop-2-en-1-yl heptanoate","142-19-8","C142198","DTXSID3044754","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44755,"Prop-2-en-1-yl 3-cyclohexylpropanoate","2705-87-5","C2705875","DTXSID8044755","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44756,"[(1R)-2,2,3-Trimethylcyclopent-3-en-1-yl]acetaldehyde","4501-58-0","C4501580","DTXSID3044756","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44757,"3-Methylbutyl 3-methylbutanoate","659-70-1","C659701","DTXSID8044757","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44758,"Fluvastatin sodium","93957-55-2","C93957552","DTXSID3044758","TOX21SL"
44759,"1,1,3,3,5,5,7,7-Octamethyltetrasiloxane","1000-05-1","C1000051","DTXSID8044759","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44760,"Neodymium(III) chloride","10024-93-8","C10024938","DTXSID7044760","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44762,"Triethoxy[2-(7-oxabicyclo[4.1.0]hept-3-yl)ethyl]silane","10217-34-2","C10217342","DTXSID7044762","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
44763,"Parbenate","10287-53-3","C10287533","DTXSID2044763","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44764,"2-Phenylethyl 2-methylpropanoate","103-48-0","C103480","DTXSID7044764","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44765,"3-Phenylprop-2-en-1-yl acetate","103-54-8","C103548","DTXSID2044765","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44767,"2-(Pyridin-2-yl)ethanol","103-74-2","C103742","DTXSID2044767","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44768,"8-Bromotheophylline","10381-75-6","C10381756","DTXSID7044768","TOX21SL"
44769,"Cyclamen aldehyde","103-95-7","C103957","DTXSID2044769","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
44770,"4-Methoxybenzyl acetate","104-21-2","C104212","DTXSID1044770","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44771,"N-Hydroxy-4-methylpentan-2-imine","105-44-2","C105442","DTXSID6044771","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44772,"3,7-Dimethyloct-6-en-1-yl formate","105-85-1","C105851","DTXSID1044772","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44773,"Ethylene glycol phenyl ether methacrylate","10595-06-9","C10595069","DTXSID6044773","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
44774,"1,4-Dioxacycloheptadecane-5,17-dione","105-95-3","C105953","DTXSID1044774","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44776,"2-Cyanoethyl prop-2-enoate","106-71-8","C106718","DTXSID1044776","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44777,"2-Hydroxy-1-[4-(2-hydroxyethoxy)phenyl]-2-methylpropan-1-one","106797-53-9","C106797539","DTXSID6044777","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44779,"1,4-Butanediol diacrylate","1070-70-8","C1070708","DTXSID6044779","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44780,"1,4-Dichloro-2,5-dimethylbenzene","1124-05-6","C1124056","DTXSID5044780","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44781,"2,3,4,5-Tetrachloro-6-(trichloromethyl)pyridine","1134-04-9","C1134049","DTXSID0044781","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44782,"1-Amino-4-bromo-9,10-dioxo-9,10-dihydroanthracene-2-sulfonic acid","116-81-4","C116814","DTXSID5044782","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44783,"2-Silylpropyl-urea, Si-(ethoxy and methoxy) derivs","116912-64-2","C116912642","DTXSID0044783","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44784,"1,3-Butyleneglycol dimethacrylate","1189-08-8","C1189088","DTXSID5044784","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44785,"3-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid","119-17-5","C119175","DTXSID0044785","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44786,"2-Benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one","119313-12-1","C119313121","DTXSID5044786","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
44787,"4-Hydroxy-7-(phenylamino)naphthalene-2-sulfonic acid","119-40-4","C119404","DTXSID0044787","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44788,"Naphthalene-2-sulfonic acid","120-18-3","C120183","DTXSID5044788","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44790,"3-Methyl-N-phenylaniline","1205-64-7","C1205647","DTXSID9044790","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44791,"Benzyl propanoate","122-63-4","C122634","DTXSID4044791","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44793,"Sodium 3-chloro-2-hydroxypropane-1-sulfonate","126-83-0","C126830","DTXSID4044793","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44794,"4-(Hydroxymethyl)-4-methyl-1-phenylpyrazolidin-3-one","13047-13-7","C13047137","DTXSID9044794","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44796,"(Acryloyloxy)(tributyl)stannane","13331-52-7","C13331527","DTXSID9044796","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44798,"Sodium bis(2-methylpropyl)phosphinodithioate","13360-78-6","C13360786","DTXSID9044798","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44799,"2-tert-Butylcyclohexanol","13491-79-7","C13491797","DTXSID4044799","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44800,"Sodium dibutylcarbamodithioate","136-30-1","C136301","DTXSID6044800","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44801,"Sodium O-ethyl carbonodithioate","140-90-9","C140909","DTXSID1044801","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44802,"Bis(2-butoxyethyl) decanedioate","141-19-5","C141195","DTXSID6044802","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44804,"N-(2-Hydroxyethyl)acetamide","142-26-7","C142267","DTXSID6044804","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44805,"2,2'-[Cyclohexane-1,4-diylbis(methanediyloxymethanediyl)]dioxirane","14228-73-0","C14228730","DTXSID1044805","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44807,"Dimethyl nonanedioate","1732-10-1","C1732101","DTXSID1044807","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44808,"3-(4-tert-Butylphenyl)propanal","18127-01-0","C18127010","DTXSID6044808","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44809,"3,7-Dimethyloct-6-en-3-ol","18479-51-1","C18479511","DTXSID1044809","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44810,"2,6-Dimethyloctan-2-ol","18479-57-7","C18479577","DTXSID0044810","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44811,"Chlordimeform hydrochloride","19750-95-9","C19750959","DTXSID5044811","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44812,"3-Methoxybutan-1-ol","2517-43-3","C2517433","DTXSID0044812","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44815,"Dibutyl nonanedioate","2917-73-9","C2917739","DTXSID5044815","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44816,"(2Z)-3,7-Dimethylocta-2,6-dienenitrile","31983-27-4","C31983274","DTXSID0044816","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44817,"3-(5,5,6-Trimethylbicyclo[2.2.1]hept-2-yl)cyclohexanol","3407-42-9","C3407429","DTXSID5044817","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44818,"2-Butyloctan-1-ol","3913-02-8","C3913028","DTXSID0044818","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44819,"Lithium 3-carboxy-5-sulfobenzoate","46728-75-0","C46728750","DTXSID5044819","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44820,"4-[2-(Acryloyloxy)ethoxy]-4-oxobutanoic acid","50940-49-3","C50940493","DTXSID4044820","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
44821,"Ethyl 2-cyano-3,3-diphenylacrylate","5232-99-5","C5232995","DTXSID9044821","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44822,"3-Methyl-5-phenylpentan-1-ol","55066-48-3","C55066483","DTXSID4044822","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44823,"Sodium methacrylate","5536-61-8","C5536618","DTXSID9044823","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44824,"4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol","562-74-3","C562743","DTXSID4044824","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44825,"3-tert-Butylphenol","585-34-2","C585342","DTXSID9044825","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44826,"3,7-Dimethyloctanal","5988-91-0","C5988910","DTXSID4044826","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44827,"Propylene glycol diacetate","623-84-7","C623847","DTXSID9044827","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44828,"Ethyl undec-10-enoate","692-86-4","C692864","DTXSID4044828","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44829,"1-(4-tert-Butylphenyl)-3-(4-methoxyphenyl)propane-1,3-dione","70356-09-1","C70356091","DTXSID9044829","TOX21SL"
44830,"2-Hydroxy-2-methylpropiophenone","7473-98-5","C7473985","DTXSID8044830","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44831,"1-Butoxy-1-oxopropan-2-yl butanoate","7492-70-8","C7492708","DTXSID3044831","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44832,"1,1-Dimethoxy-3,7-dimethylocta-2,6-diene","7549-37-3","C7549373","DTXSID8044832","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44833,"Terpinyl propionate","80-27-3","C80273","DTXSID3044833","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
44834,"Sodium 3-(trihydroxysilyl)propyl methylphosphonate","84962-98-1","C84962981","DTXSID8044834","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
44835,"4-{2-Oxo-2-[3-(trifluoromethyl)phenyl]ethyl}benzonitrile","146653-56-7","C146653567","DTXSID3044835","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
