Chemical	Term	GOID	Bonferroni
C20018091	cellular response to DNA damage stimulus	GO:0006974	0.0044880733798005066
C20018091	cellular response to cadmium ion	GO:0071276	0.004847434405939488
C20018091	cellular response to hydrogen peroxide	GO:0070301	0.00523223152309138
C20018091	regulation of transcription, DNA-templated	GO:0006355	0.00670065281610599
C51241	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.986901391713749e-26
C51241	rhythmic process	GO:0048511	1.0769823918475096e-15
C51241	protein phosphorylation	GO:0006468	3.821987263867384e-15
C51241	regulation of cell cycle	GO:0051726	3.951689725084632e-15
C51241	positive regulation of transcription, DNA-templated	GO:0045893	4.776253278251525e-15
C51241	negative regulation of apoptotic process	GO:0043066	2.554623179662485e-13
C51241	cellular response to DNA damage stimulus	GO:0006974	1.5506562700551285e-10
C51241	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	9.378021692540985e-10
C51241	positive regulation of gene expression	GO:0010628	1.3547166721750161e-09
C51241	peptidyl-serine phosphorylation	GO:0018105	1.047395503661619e-08
C51241	regulation of circadian rhythm	GO:0042752	1.492385304224797e-08
C51241	insulin receptor signaling pathway	GO:0008286	1.7454462764021628e-08
C51241	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	5.016538962010486e-08
C51241	intracellular signal transduction	GO:0035556	6.018232201476793e-08
C51241	negative regulation of cell proliferation	GO:0008285	9.08293675827565e-08
C51241	protein autophosphorylation	GO:0046777	1.6136480385231525e-07
C51241	peptidyl-threonine phosphorylation	GO:0018107	9.235420918018987e-07
C51241	protein stabilization	GO:0050821	1.697110866505369e-06
C51241	transcription from RNA polymerase II promoter	GO:0006366	5.998373404758618e-06
C51241	signal transduction	GO:0007165	1.2905377212435455e-05
C51241	positive regulation of apoptotic process	GO:0043065	2.840166513662368e-05
C51241	negative regulation of transcription, DNA-templated	GO:0045892	3.356706128454512e-05
C51241	neuron apoptotic process	GO:0051402	3.655610756869709e-05
C51241	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	4.994621321374737e-05
C51241	apoptotic process	GO:0006915	5.0537269175254806e-05
C51241	response to drug	GO:0042493	5.358522792153764e-05
C51241	protein destabilization	GO:0031648	5.743101198940614e-05
C51241	cellular senescence	GO:0090398	7.527767011195063e-05
C51241	positive regulation of cell proliferation	GO:0008284	7.698826198720976e-05
C51241	negative regulation of gene expression	GO:0010629	0.00013015860318299488
C51241	negative regulation of ERK1 and ERK2 cascade	GO:0070373	0.00013054890078723072
C51241	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.0001406062310215228
C51241	cellular response to UV	GO:0034644	0.00014146597757080934
C51241	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.00015148576340995312
C51241	protein polyubiquitination	GO:0000209	0.00021027311229027124
C51241	positive regulation of neuron apoptotic process	GO:0043525	0.00022493066882944834
C51241	ubiquitin-dependent protein catabolic process	GO:0006511	0.0002904527147232772
C51241	peptidyl-tyrosine phosphorylation	GO:0018108	0.0004612349246644332
C51241	protein import into nucleus	GO:0006606	0.00048305641418866513
C51241	aging	GO:0007568	0.0006426742620131431
C51241	protein ubiquitination	GO:0016567	0.0006884227163594937
C51241	T cell receptor signaling pathway	GO:0050852	0.0008568105235410295
C51241	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0013645052126435298
C51241	positive regulation of protein phosphorylation	GO:0001934	0.0013874350270036695
C51241	insulin-like growth factor receptor signaling pathway	GO:0048009	0.001735118054627116
C51241	negative regulation of cell growth	GO:0030308	0.002377539659182637
C51241	MAPK cascade	GO:0000165	0.002377539659182637
C51241	regulation of DNA repair	GO:0006282	0.003271912105301089
C51241	regulation of protein stability	GO:0031647	0.003316352066117689
C51241	DNA repair	GO:0006281	0.0036600098079804244
C51241	regulation of cellular response to heat	GO:1900034	0.00366563920808205
C51241	transforming growth factor beta receptor signaling pathway	GO:0007179	0.0057808804082354346
C51241	negative regulation of canonical Wnt signaling pathway	GO:0090090	0.0060740543494706145
C51241	cellular response to tumor necrosis factor	GO:0071356	0.0063933133772986475
C51241	stress-activated MAPK cascade	GO:0051403	0.008085964404745294
C51241	signal transduction in response to DNA damage	GO:0042770	0.008085964404745294
C51241	positive regulation of cell migration	GO:0030335	0.009971182917243526
C102067	positive regulation of transcription, DNA-templated	GO:0045893	2.167120578936472e-21
C102067	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.465978448026306e-20
C102067	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.8532309994627384e-14
C102067	positive regulation of gene expression	GO:0010628	1.0969003483296549e-12
C102067	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2.439506374685152e-10
C102067	regulation of cell cycle	GO:0051726	6.642828509484389e-10
C102067	protein phosphorylation	GO:0006468	7.722178452240769e-10
C102067	negative regulation of transcription, DNA-templated	GO:0045892	1.5981838075163068e-09
C102067	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	3.1348310147727426e-07
C102067	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	1.1928060069554824e-05
C102067	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	1.391371868364466e-05
C102067	positive regulation of protein phosphorylation	GO:0001934	1.4661848004915436e-05
C102067	transcription from RNA polymerase II promoter	GO:0006366	6.27066777727503e-05
C102067	apoptotic process	GO:0006915	8.016881208816606e-05
C102067	negative regulation of apoptotic process	GO:0043066	8.84192650325577e-05
C102067	cellular response to cadmium ion	GO:0071276	9.279003418483091e-05
C102067	positive regulation of cell proliferation	GO:0008284	0.00015396172054393809
C102067	epithelial to mesenchymal transition	GO:0001837	0.000279577663801156
C102067	amyloid fibril formation	GO:1990000	0.00037714762839746735
C102067	response to drug	GO:0042493	0.0004008277415316064
C102067	cellular senescence	GO:0090398	0.0005062108162489087
C102067	regulation of apoptotic process	GO:0042981	0.0005714683933161213
C102067	negative regulation of gene expression	GO:0010629	0.0008508707453422915
C102067	negative regulation of cell proliferation	GO:0008285	0.0008536307848757696
C102067	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0010583447934939816
C102067	response to ischemia	GO:0002931	0.0014119856816026124
C102067	protein ubiquitination	GO:0016567	0.0018895866928193559
C102067	protein stabilization	GO:0050821	0.0026991000150345945
C102067	negative regulation of protein binding	GO:0032091	0.003921933714643999
C102067	rhythmic process	GO:0048511	0.004235956187618517
C102067	intracellular signal transduction	GO:0035556	0.004395889137416287
C102067	peptidyl-serine phosphorylation	GO:0018105	0.006300613158544133
C102067	MAPK cascade	GO:0000165	0.006347291843313618
C102067	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	0.009348475595445828
C56951	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.623547498108333e-37
C56951	positive regulation of transcription, DNA-templated	GO:0045893	1.2414835206031936e-25
C56951	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	9.860403347308947e-22
C56951	negative regulation of apoptotic process	GO:0043066	5.040510394305328e-19
C56951	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	9.093967659142334e-17
C56951	transcription from RNA polymerase II promoter	GO:0006366	1.3882948766560774e-15
C56951	protein autophosphorylation	GO:0046777	3.1339657184588765e-15
C56951	positive regulation of gene expression	GO:0010628	1.686010474486943e-14
C56951	regulation of transcription from RNA polymerase II promoter	GO:0006357	2.3503421431314564e-13
C56951	positive regulation of cell proliferation	GO:0008284	8.461231715273241e-12
C56951	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	1.128164228703099e-11
C56951	negative regulation of transcription, DNA-templated	GO:0045892	3.4785063718345555e-11
C56951	positive regulation of cell migration	GO:0030335	4.301126121930565e-11
C56951	cytokine-mediated signaling pathway	GO:0019221	1.060004306552287e-10
C56951	positive regulation of blood vessel endothelial cell migration	GO:0043536	1.2856371522929066e-10
C56951	wound healing	GO:0042060	3.184713603943124e-10
C56951	positive regulation of phosphatidylinositol 3-kinase signaling	GO:0014068	8.066374235227157e-10
C56951	protein phosphorylation	GO:0006468	1.5382989326795382e-09
C56951	cellular response to epidermal growth factor stimulus	GO:0071364	4.578231460605764e-09
C56951	epidermal growth factor receptor signaling pathway	GO:0007173	5.585353068937593e-09
C56951	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	6.353209847098641e-09
C56951	cellular response to hydrogen peroxide	GO:0070301	8.143700491736183e-09
C56951	peptidyl-tyrosine phosphorylation	GO:0018108	1.6778387346150225e-08
C56951	negative regulation of cell proliferation	GO:0008285	3.744541532402224e-08
C56951	response to drug	GO:0042493	4.473288583994872e-08
C56951	lung development	GO:0030324	6.788775019916925e-08
C56951	positive regulation of angiogenesis	GO:0045766	8.476226542875054e-08
C56951	regulation of cell proliferation	GO:0042127	8.476226542875054e-08
C56951	transforming growth factor beta receptor signaling pathway	GO:0007179	1.9468798706512305e-07
C56951	intracellular signal transduction	GO:0035556	2.432857659773191e-07
C56951	vascular endothelial growth factor receptor signaling pathway	GO:0048010	2.710150953655344e-07
C56951	cell differentiation	GO:0030154	3.7062937952025976e-07
C56951	fibroblast growth factor receptor signaling pathway	GO:0008543	1.073738894796783e-06
C56951	negative regulation of gene expression	GO:0010629	1.466148465523176e-06
C56951	positive regulation of endothelial cell migration	GO:0010595	3.972601747226356e-06
C56951	positive regulation of ERK1 and ERK2 cascade	GO:0070374	4.009577652341888e-06
C56951	JAK-STAT cascade	GO:0007259	4.0657736360971705e-06
C56951	positive regulation of protein import into nucleus	GO:0042307	4.0657736360971705e-06
C56951	positive regulation of smooth muscle cell proliferation	GO:0048661	5.031514020426009e-06
C56951	signal transduction	GO:0007165	5.7761174272474855e-06
C56951	eyelid development in camera-type eye	GO:0061029	7.965092609585334e-06
C56951	epithelial to mesenchymal transition	GO:0001837	1.0573222203769106e-05
C56951	positive regulation of endothelial cell proliferation	GO:0001938	1.0894123900651033e-05
C56951	interleukin-6-mediated signaling pathway	GO:0070102	1.2340464414339893e-05
C56951	angiogenesis	GO:0001525	1.2349705375558349e-05
C56951	positive regulation of epithelial to mesenchymal transition	GO:0010718	1.4133273689709293e-05
C56951	in utero embryonic development	GO:0001701	2.414550113272185e-05
C56951	positive regulation of phosphatidylinositol 3-kinase activity	GO:0043552	2.5057526623850634e-05
C56951	positive regulation of peptidyl-tyrosine phosphorylation	GO:0050731	5.840380180688332e-05
C56951	response to xenobiotic stimulus	GO:0009410	8.572189633460071e-05
C56951	insulin receptor signaling pathway	GO:0008286	9.937922547453848e-05
C56951	aging	GO:0007568	0.00011879528031943921
C56951	cellular response to cadmium ion	GO:0071276	0.00011983964263040381
C56951	positive regulation of neuron death	GO:1901216	0.00016116067434490677
C56951	positive regulation of epithelial cell proliferation	GO:0050679	0.0001648996365354316
C56951	positive regulation of kinase activity	GO:0033674	0.00018163706781770816
C56951	positive regulation of MAPK cascade	GO:0043410	0.00025811668888808814
C56951	positive regulation of protein phosphorylation	GO:0001934	0.00026024737790275587
C56951	positive regulation of MAP kinase activity	GO:0043406	0.0003440339493530065
C56951	cellular response to platelet-derived growth factor stimulus	GO:0036120	0.0004722187303115577
C56951	positive regulation of neuroblast proliferation	GO:0002052	0.0005725448119605625
C56951	positive regulation of protein kinase B signaling	GO:0051897	0.0006359202079972981
C56951	response to hypoxia	GO:0001666	0.0008088642718933059
C56951	anatomical structure morphogenesis	GO:0009653	0.0009536129898716217
C56951	canonical Wnt signaling pathway	GO:0060070	0.0013904010635686914
C56951	positive regulation of erythrocyte differentiation	GO:0045648	0.0015816833016321086
C56951	cellular response to vascular endothelial growth factor stimulus	GO:0035924	0.0015816833016321086
C56951	cellular response to reactive oxygen species	GO:0034614	0.0028060676306883576
C56951	cellular response to insulin stimulus	GO:0032869	0.0028598848681088422
C56951	negative regulation of neuron apoptotic process	GO:0043524	0.003117260178723491
C56951	multicellular organism development	GO:0007275	0.0033560368817167068
C56951	cellular response to retinoic acid	GO:0071300	0.004306432927660975
C56951	positive regulation of DNA biosynthetic process	GO:2000573	0.004793140384875327
C56951	positive regulation of osteoblast differentiation	GO:0045669	0.005441509508387843
C56951	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	0.007334434860100325
C56951	response to cAMP	GO:0051591	0.008249053427536901
C56951	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.008922373229926839
C56951	SMAD protein complex assembly	GO:0007183	0.00917940499788672
C122454299	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.760060699283724e-28
C122454299	positive regulation of transcription, DNA-templated	GO:0045893	1.863140465357891e-18
C122454299	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	9.468652469499683e-18
C122454299	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	8.821610109066569e-12
C122454299	rhythmic process	GO:0048511	8.821610109066569e-12
C122454299	negative regulation of apoptotic process	GO:0043066	4.3677728100988134e-11
C122454299	protein phosphorylation	GO:0006468	1.7230110671562213e-09
C122454299	positive regulation of gene expression	GO:0010628	3.520252689348524e-08
C122454299	response to drug	GO:0042493	4.7612595421853137e-08
C122454299	apoptotic process	GO:0006915	5.21636853711982e-08
C122454299	regulation of cell cycle	GO:0051726	1.96224863802108e-07
C122454299	transforming growth factor beta receptor signaling pathway	GO:0007179	1.9740222578779052e-07
C122454299	positive regulation of apoptotic process	GO:0043065	2.759386351636195e-07
C122454299	cellular response to reactive oxygen species	GO:0034614	1.599038411570497e-06
C122454299	negative regulation of transcription, DNA-templated	GO:0045892	2.049187572072953e-06
C122454299	negative regulation of cell proliferation	GO:0008285	3.302435082175314e-06
C122454299	peptidyl-threonine phosphorylation	GO:0018107	5.607649887773292e-06
C122454299	cellular response to hypoxia	GO:0071456	6.150871548760151e-06
C122454299	response to xenobiotic stimulus	GO:0009410	7.716305546523472e-06
C122454299	transcription from RNA polymerase II promoter	GO:0006366	8.465833397419686e-06
C122454299	protein destabilization	GO:0031648	1.598951627646006e-05
C122454299	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	1.9695249592888157e-05
C122454299	regulation of transcription from RNA polymerase II promoter	GO:0006357	4.287361349386565e-05
C122454299	peptidyl-serine phosphorylation	GO:0018105	6.245887378730774e-05
C122454299	positive regulation of neuron apoptotic process	GO:0043525	6.315941454104745e-05
C122454299	response to hypoxia	GO:0001666	6.579197825129501e-05
C122454299	cellular response to cadmium ion	GO:0071276	0.00011660333113172605
C122454299	positive regulation of NF-kappaB transcription factor activity	GO:0051092	0.0002722318409654756
C122454299	cellular response to DNA damage stimulus	GO:0006974	0.00036871003955152304
C122454299	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	0.0004480811608874591
C122454299	cellular response to virus	GO:0098586	0.0005571797173338222
C122454299	cellular senescence	GO:0090398	0.0006346262346889063
C122454299	cellular response to oxidative stress	GO:0034599	0.0008219026113955862
C122454299	regulation of apoptotic process	GO:0042981	0.0008273720881856184
C122454299	intracellular signal transduction	GO:0035556	0.0010383638162447806
C122454299	cellular response to UV	GO:0034644	0.0010843140158374176
C122454299	aging	GO:0007568	0.0013773142473278988
C122454299	positive regulation of erythrocyte differentiation	GO:0045648	0.001523101239581326
C122454299	cellular response to tumor necrosis factor	GO:0071356	0.001620184450467299
C122454299	SMAD protein signal transduction	GO:0060395	0.0019383537374314532
C122454299	regulation of circadian rhythm	GO:0042752	0.002123220955122518
C122454299	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.002760826737007505
C122454299	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.002766021877196989
C122454299	cellular response to hydrogen peroxide	GO:0070301	0.0041842747599036825
C122454299	neuron apoptotic process	GO:0051402	0.0045286396904357104
C122454299	positive regulation of neuron death	GO:1901216	0.005071336337365229
C122454299	MAPK cascade	GO:0000165	0.00819766474734518
C122454299	SMAD protein complex assembly	GO:0007183	0.008666744389763226
C122454299	thymus development	GO:0048538	0.008823623004780791
C122454299	positive regulation of cell proliferation	GO:0008284	0.009385563912579498
C122454299	negative regulation of gene expression	GO:0010629	0.009811504973464613
C439687691	positive regulation of transcription, DNA-templated	GO:0045893	2.342990321027489e-25
C439687691	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.7207858694775857e-23
C439687691	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.524174971359061e-18
C439687691	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	2.7210879061533187e-17
C439687691	regulation of cell cycle	GO:0051726	6.938126377279018e-15
C439687691	positive regulation of gene expression	GO:0010628	1.5776269179923474e-12
C439687691	negative regulation of transcription, DNA-templated	GO:0045892	2.028377465990161e-12
C439687691	regulation of transcription from RNA polymerase II promoter	GO:0006357	6.085132397970482e-12
C439687691	negative regulation of cell proliferation	GO:0008285	1.3747891713933312e-11
C439687691	negative regulation of apoptotic process	GO:0043066	1.977893404614406e-09
C439687691	peptidyl-serine phosphorylation	GO:0018105	2.6179591827713007e-09
C439687691	protein phosphorylation	GO:0006468	6.202890789896998e-08
C439687691	regulation of apoptotic process	GO:0042981	1.1015148293491707e-07
C439687691	response to drug	GO:0042493	1.523306485951004e-06
C439687691	transcription from RNA polymerase II promoter	GO:0006366	1.7109741448084748e-06
C439687691	cellular response to estrogen stimulus	GO:0071391	2.425998035460175e-06
C439687691	rhythmic process	GO:0048511	1.9516652077000707e-05
C439687691	cellular response to gamma radiation	GO:0071480	3.148695269739044e-05
C439687691	tumor necrosis factor-mediated signaling pathway	GO:0033209	4.044853630069678e-05
C439687691	positive regulation of fibroblast proliferation	GO:0048146	5.91300349201962e-05
C439687691	cellular response to DNA damage stimulus	GO:0006974	8.624522791655931e-05
C439687691	positive regulation of neuron apoptotic process	GO:0043525	0.00010638945933094668
C439687691	transforming growth factor beta receptor signaling pathway	GO:0007179	0.0001681887916630265
C439687691	response to xenobiotic stimulus	GO:0009410	0.00018677889814699975
C439687691	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	0.00022359342897337875
C439687691	peptidyl-threonine phosphorylation	GO:0018107	0.00024669705692526023
C439687691	apoptotic process	GO:0006915	0.0003997445686213519
C439687691	positive regulation of apoptotic process	GO:0043065	0.0005684639349270437
C439687691	regulation of transcription, DNA-templated	GO:0006355	0.00063404037981607
C439687691	positive regulation of cell proliferation	GO:0008284	0.0006955632696509229
C439687691	positive regulation of epithelial to mesenchymal transition	GO:0010718	0.000704531060661262
C439687691	cellular response to UV	GO:0034644	0.001700374172561636
C439687691	positive regulation of erythrocyte differentiation	GO:0045648	0.002239993815546737
C439687691	negative regulation of transforming growth factor beta receptor signaling pathway	GO:0030512	0.0026043920223516315
C439687691	negative regulation of gene expression	GO:0010629	0.002651155505767
C439687691	regulation of circadian rhythm	GO:0042752	0.003321372036987125
C439687691	cellular response to transforming growth factor beta stimulus	GO:0071560	0.0043221233066430545
C439687691	positive regulation of canonical Wnt signaling pathway	GO:0090263	0.004944715792084442
C439687691	cellular response to hydrogen peroxide	GO:0070301	0.006525582595753089
C439687691	protein stabilization	GO:0050821	0.006941283469437232
C439687691	positive regulation of protein import into nucleus	GO:0042307	0.007431980564088003
C439687691	positive regulation of histone deacetylation	GO:0031065	0.007816708793682459
C439687691	somitogenesis	GO:0001756	0.008344569340904995
C439687691	activin receptor signaling pathway	GO:0032924	0.009606598720867663
C62384	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.6597363379910744e-23
C62384	positive regulation of transcription, DNA-templated	GO:0045893	3.413014697167848e-15
C62384	negative regulation of apoptotic process	GO:0043066	1.0602009445121976e-14
C62384	protein phosphorylation	GO:0006468	4.802824804528427e-13
C62384	positive regulation of gene expression	GO:0010628	1.058302445677839e-09
C62384	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	1.7298814269928187e-08
C62384	cellular response to hydrogen peroxide	GO:0070301	4.206602044476426e-08
C62384	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	4.358587424313498e-08
C62384	cellular senescence	GO:0090398	6.238076755149535e-08
C62384	rhythmic process	GO:0048511	6.328658030962941e-08
C62384	regulation of cell cycle	GO:0051726	1.9402209627816802e-07
C62384	response to drug	GO:0042493	4.7603090669312564e-07
C62384	cellular response to cadmium ion	GO:0071276	9.015012830349e-06
C62384	JAK-STAT cascade	GO:0007259	1.279558144462456e-05
C62384	intracellular signal transduction	GO:0035556	2.4538350394842645e-05
C62384	protein autophosphorylation	GO:0046777	2.5029107205476464e-05
C62384	peptidyl-serine phosphorylation	GO:0018105	2.5029107205476464e-05
C62384	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.524543324644579e-05
C62384	negative regulation of transcription, DNA-templated	GO:0045892	2.742522123255764e-05
C62384	peptidyl-tyrosine phosphorylation	GO:0018108	2.9709482743389692e-05
C62384	negative regulation of cell proliferation	GO:0008285	3.4351422070311166e-05
C62384	signal transduction	GO:0007165	4.414245075146095e-05
C62384	protein destabilization	GO:0031648	5.083271091443908e-05
C62384	transcription from RNA polymerase II promoter	GO:0006366	5.275743936083988e-05
C62384	negative regulation of gene expression	GO:0010629	0.00011024127862446775
C62384	protein stabilization	GO:0050821	0.00017619278820724116
C62384	cellular response to reactive oxygen species	GO:0034614	0.00019856435829790356
C62384	apoptotic process	GO:0006915	0.0002427065742909296
C62384	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	0.00027827792028567444
C62384	response to hypoxia	GO:0001666	0.0003083330741397994
C62384	transforming growth factor beta receptor signaling pathway	GO:0007179	0.00033816113187223884
C62384	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.0003584045960219884
C62384	regulation of apoptotic process	GO:0042981	0.00042450930938908726
C62384	positive regulation of protein import into nucleus	GO:0042307	0.00042796745495998767
C62384	cellular response to insulin stimulus	GO:0032869	0.0006110485832943048
C62384	positive regulation of cell migration	GO:0030335	0.001098236403831776
C62384	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.001203289948153885
C62384	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	0.0012158127688238762
C62384	insulin-like growth factor receptor signaling pathway	GO:0048009	0.0015625063023062544
C62384	cellular response to gamma radiation	GO:0071480	0.0022137575311731443
C62384	cellular response to UV	GO:0034644	0.0029239731074659488
C62384	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.004954256902382492
C62384	aging	GO:0007568	0.0054257837102986714
C62384	cellular response to tumor necrosis factor	GO:0071356	0.005633152716151391
C62384	regulation of circadian rhythm	GO:0042752	0.005692298079771785
C62384	peptidyl-threonine phosphorylation	GO:0018107	0.008745227088559626
C62384	cytokine-mediated signaling pathway	GO:0019221	0.009210860455126202
C175013180	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	4.1816444161836355e-27
C175013180	positive regulation of transcription, DNA-templated	GO:0045893	1.491065175757333e-19
C175013180	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.0001203098589192e-17
C175013180	negative regulation of apoptotic process	GO:0043066	1.4819445135976764e-16
C175013180	positive regulation of gene expression	GO:0010628	2.124331234550664e-14
C175013180	regulation of cell cycle	GO:0051726	7.045142247363857e-12
C175013180	regulation of transcription from RNA polymerase II promoter	GO:0006357	1.0885881085442859e-10
C175013180	transcription from RNA polymerase II promoter	GO:0006366	2.3089885559102186e-10
C175013180	cellular response to hydrogen peroxide	GO:0070301	2.352168460006965e-10
C175013180	response to drug	GO:0042493	2.7294244642206417e-10
C175013180	transforming growth factor beta receptor signaling pathway	GO:0007179	2.7430602234090884e-10
C175013180	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	5.538390857040554e-10
C175013180	negative regulation of cell proliferation	GO:0008285	4.349807181114328e-09
C175013180	rhythmic process	GO:0048511	1.3167825274607027e-08
C175013180	negative regulation of transcription, DNA-templated	GO:0045892	3.412712301642529e-08
C175013180	response to hypoxia	GO:0001666	3.3291905054966264e-07
C175013180	cellular senescence	GO:0090398	6.220479141783032e-07
C175013180	cellular response to UV	GO:0034644	1.2982213826173703e-06
C175013180	protein phosphorylation	GO:0006468	1.3854151278414049e-06
C175013180	negative regulation of gene expression	GO:0010629	1.627123140335307e-06
C175013180	apoptotic process	GO:0006915	3.3031638057012813e-06
C175013180	peptidyl-serine phosphorylation	GO:0018105	4.779673753785296e-06
C175013180	protein destabilization	GO:0031648	1.6888815841276106e-05
C175013180	cellular response to gamma radiation	GO:0071480	2.1018547946671795e-05
C175013180	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2.359891397796243e-05
C175013180	in utero embryonic development	GO:0001701	2.6013070511532448e-05
C175013180	positive regulation of vascular smooth muscle cell proliferation	GO:1904707	2.879255571353045e-05
C175013180	positive regulation of apoptotic process	GO:0043065	3.0038303181045837e-05
C175013180	positive regulation of fibroblast proliferation	GO:0048146	3.7018556636736484e-05
C175013180	response to xenobiotic stimulus	GO:0009410	9.222932855745825e-05
C175013180	regulation of circadian rhythm	GO:0042752	9.273564498624154e-05
C175013180	cellular response to hypoxia	GO:0071456	0.00010362777062100648
C175013180	wound healing	GO:0042060	0.00011574454763585428
C175013180	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	0.00015995236950161473
C175013180	positive regulation of protein import into nucleus	GO:0042307	0.00016561262019010314
C175013180	cellular response to insulin stimulus	GO:0032869	0.0001803442541455924
C175013180	G1/S transition of mitotic cell cycle	GO:0000082	0.00020724819851081208
C175013180	neuron apoptotic process	GO:0051402	0.00022762955275823507
C175013180	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	GO:1901522	0.00027155480617946365
C175013180	positive regulation of cell proliferation	GO:0008284	0.00028007458721035494
C175013180	ubiquitin-dependent protein catabolic process	GO:0006511	0.00041834777155647096
C175013180	BMP signaling pathway	GO:0030509	0.000689506859656297
C175013180	intrinsic apoptotic signaling pathway	GO:0097193	0.0016086969201836163
C175013180	cellular response to vascular endothelial growth factor stimulus	GO:0035924	0.0016086969201836163
C175013180	negative regulation of canonical Wnt signaling pathway	GO:0090090	0.001624326063027759
C175013180	regulation of cellular response to heat	GO:1900034	0.0017294485843339926
C175013180	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	GO:0070059	0.0018689794034011387
C175013180	SMAD protein signal transduction	GO:0060395	0.002047261962533909
C175013180	protein ubiquitination	GO:0016567	0.0031578554598062913
C175013180	negative regulation of neuron apoptotic process	GO:0043524	0.0032562618126597
C175013180	cellular response to DNA damage stimulus	GO:0006974	0.003429810430331859
C175013180	peptidyl-threonine phosphorylation	GO:0018107	0.00346060195402087
C175013180	response to estradiol	GO:0032355	0.0035553773963575845
C175013180	transcription, DNA-templated	GO:0006351	0.004108476446626597
C175013180	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061419	0.0052595119105710575
C175013180	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.005334842437175413
C175013180	cellular response to peptide hormone stimulus	GO:0071375	0.006006152155866862
C175013180	somitogenesis	GO:0001756	0.006016027479061714
C175013180	cellular response to estrogen stimulus	GO:0071391	0.007385129563054815
C175013180	SMAD protein complex assembly	GO:0007183	0.00915195565428395
C3064708	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.6902893734244e-27
C3064708	positive regulation of transcription, DNA-templated	GO:0045893	2.720599221369681e-19
C3064708	regulation of cell cycle	GO:0051726	3.702492001902567e-16
C3064708	positive regulation of gene expression	GO:0010628	4.652666104303034e-15
C3064708	regulation of transcription from RNA polymerase II promoter	GO:0006357	1.9373391779708984e-13
C3064708	negative regulation of transcription, DNA-templated	GO:0045892	9.68669588985449e-13
C3064708	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.4530043834781735e-11
C3064708	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.0539125128161686e-10
